,job_location,main_rating,Work/Life Balance,Culture & Values,Diversity & Inclusion,Career Opportunities,Compensation and Benefits,Senior Management,Business Outlook,CEO Approval,Recommend,cons,post_title,pros,status,Work/Life Balance_rolling_10mean,Culture & Values_rolling_10mean,Diversity & Inclusion_rolling_10mean,Career Opportunities_rolling_10mean,Compensation and Benefits_rolling_10mean,Senior Management_rolling_10mean,country,company
2021-03-04,Analyst in Luxembourg,5.0,,,,,,,O,O,O,Salary Vacation balance Progression Management,Financial Market Risk Analyst,Experience Food People Connections Desks,Current Employee,3.142857142857143,4.285714285714286,4.0,4.428571428571429,3.857142857142857,3.857142857142857,lux,deloitte
2021-03-04,Intern in Luxembourg,4.0,4.0,3.0,4.0,4.0,4.0,4.0,O,O,O,HR not even caring to look at your CV if one applies for a position from within the firm,Good but really poor HR,"Experience, engagement with clients, dynamic","Former Employee, less than 1 year",3.2857142857142856,4.0,4.0,4.428571428571429,3.857142857142857,3.857142857142857,lux,deloitte
2021-03-09,Tax Consultant in Luxembourg,4.0,4.0,3.0,3.0,3.0,3.0,3.0,O,O,O,I don’t have cons in mind,Deloitte,"Good benefits 
Good environment
Good work/life balance","Current Employee, less than 1 year",3.142857142857143,3.7142857142857144,3.7142857142857144,4.142857142857143,3.5714285714285716,3.5714285714285716,lux,deloitte
2021-03-09,Auditor in Luxembourg,3.0,2.0,2.0,2.0,3.0,2.0,4.0,-,-,X,Work load during the busy season,Experience,Great place to learn but not to build a career.,"Former Employee, more than 1 year",3.142857142857143,3.5714285714285716,3.5714285714285716,4.0,3.4285714285714284,3.857142857142857,lux,deloitte
2021-03-11,Junior Auditor in Luxembourg,4.0,,,,,,,O,O,O,Too stressful at times but overall bearable,Good atmosphere,Fast learning environment and experienced managers,Current Employee,3.142857142857143,3.5714285714285716,3.5714285714285716,4.0,3.4285714285714284,3.857142857142857,lux,deloitte
2021-03-11,Tax Consultant in Luxembourg,2.0,1.0,1.0,1.0,3.0,3.0,1.0,O,O,X,No life-balance at all. Very hierarchical.,Deloitte - Junior consultant,You can learn a lot.,"Former Employee, less than 1 year",2.857142857142857,3.0,3.142857142857143,3.857142857142857,3.4285714285714284,3.4285714285714284,lux,deloitte
2021-03-16,Financial Analyst in Luxembourg,4.0,4.0,4.0,5.0,3.0,3.0,4.0,O,O,O,low salary compared to industry,Great experience for entry level,"steep learning curve, many possibilities",Current Employee,3.0,3.125,3.375,3.75,3.375,3.5,lux,deloitte
2021-03-18,IT Auditor in Luxembourg,3.0,,,,,,,O,O,O,"Pressure, lot of work, remote work",Audit IT,"Benefits, cars, meal voucher, paided PTO",Current Employee,3.142857142857143,3.0,3.2857142857142856,3.7142857142857144,3.2857142857142856,3.4285714285714284,lux,deloitte
2021-03-21,Audit in Luxembourg,4.0,,,,,,,O,O,O,no cons to share at the moment,nice,nice work environment and learning curve,Current Intern,2.8333333333333335,2.6666666666666665,3.0,3.5,3.1666666666666665,3.1666666666666665,lux,deloitte
2021-03-26,Audit Senior in Luxembourg,4.0,2.0,2.0,3.0,4.0,2.0,2.0,-,-,V,Always understaffed and people are underappreciated.,Audit Senior,Good place to start your career,"Former Employee, more than 5 years",2.8333333333333335,2.5,3.0,3.3333333333333335,2.8333333333333335,3.0,lux,deloitte
2021-03-27,Deloitte Audit in Luxembourg,5.0,4.0,5.0,5.0,5.0,5.0,5.0,V,V,V,"nothing so far, good place overall",Great place to start,good opportunity of growth as junior,"Current Employee, less than 1 year",3.0,2.857142857142857,3.2857142857142856,3.5714285714285716,3.142857142857143,3.2857142857142856,lux,deloitte
2021-03-29,Consultant in Luxembourg,3.0,1.0,2.0,2.0,3.0,3.0,2.0,O,O,O,"1) No female Partners
2) Francophone culture
3) Lack of upward feedback
4) Bonus is pretty low
5) Besides some exceptions, middle management is quite mediocre",Salary Luxembourg,"1) Learning experience
2) International working environment
3) Flexibility (WfH)
4) Diversity of projects
5) Relatively flat hierarchy","Current Employee, more than 3 years",2.5714285714285716,2.7142857142857144,3.0,3.4285714285714284,3.0,3.0,lux,deloitte
2021-03-30,Senior Auditor in Luxembourg,4.0,3.0,3.0,3.0,3.0,3.0,3.0,V,-,V,None for the moment now,Good,Work life balance is okay,"Current Employee, more than 1 year",2.4285714285714284,2.7142857142857144,3.0,3.4285714285714284,3.0,3.0,lux,deloitte
2021-04-01,Consultant in Luxembourg,5.0,,,,,,,O,O,O,nothing i could think about,2-year experience in consulting,"nice environment, good chance to form excellent working habit",Current Employee,2.5,2.8333333333333335,3.1666666666666665,3.5,3.1666666666666665,2.8333333333333335,lux,deloitte
2021-04-06,Junior Auditor in Luxembourg,4.0,3.0,2.0,3.0,4.0,4.0,5.0,-,V,V,Not enough time to make proofs that you can be a good auditor,Good team building,"the salary is very attractive, you learn very quickly as an auditor","Former Employee, less than 1 year",2.5714285714285716,2.7142857142857144,3.142857142857143,3.5714285714285716,3.2857142857142856,3.142857142857143,lux,deloitte
2021-04-07,Audit Manager in Luxembourg,4.0,4.0,4.0,4.0,4.0,4.0,4.0,O,O,O,A bit of workload for auditors,Good workplace,Diversity and extensive work experience,"Former Employee, more than 3 years",3.0,3.142857142857143,3.5714285714285716,3.7142857142857144,3.4285714285714284,3.5714285714285716,lux,deloitte
2021-04-10,Quality and Risk Senior Manager in Luxembourg,4.0,3.0,4.0,4.0,4.0,4.0,4.0,O,O,O,- Workload and tigh deadlines but part of the job,A good working atmosphere and nice advantages,"- Exciting opportunities
- A good working atmosphere 
- Nice advantages",Current Employee,2.857142857142857,3.142857142857143,3.4285714285714284,3.857142857142857,3.5714285714285716,3.5714285714285716,lux,deloitte
2021-04-15,Audit Intern in Luxembourg,5.0,4.0,5.0,5.0,5.0,4.0,5.0,O,O,O,The tasks are quite repetitive,Very good internships,"Nice team, I learned a lot",Former Intern,3.0,3.375,3.625,4.0,3.625,3.75,lux,deloitte
2021-04-25,Analyst in Luxembourg,4.0,3.0,5.0,4.0,4.0,3.0,4.0,V,-,V,"Salary, Long hours and stress during busy period",great place to learn,"Good team spirit, Responsibility
Challenge, Smart colleagues.","Former Employee, more than 1 year",3.0,3.5555555555555554,3.6666666666666665,4.0,3.5555555555555554,3.7777777777777777,lux,deloitte
2021-04-27,Analyst in Luxembourg,4.0,,,,,,,O,O,O,Not enough technical projects for me,Deloitte salary,"Nice experience, multiple intersting projects",Current Employee,3.125,3.75,3.75,4.0,3.75,4.0,lux,deloitte
2021-04-28,Banking Consultant in Luxembourg,3.0,1.0,3.0,3.0,5.0,2.0,3.0,O,O,O,"High competition, long working hours",Intern Banking Strategy,"Great learning experience, diversity, company activities","Former Intern, less than 1 year",2.75,3.5,3.5,4.0,3.375,3.75,lux,deloitte
2021-04-29,Financial Analyst in Luxembourg,4.0,3.0,5.0,5.0,5.0,4.0,4.0,V,V,V,A lot of unwritten rules regarding overtime,Very nice company,"Full of growth opportunities, a lot of variety in cultures, jobs, activities...","Current Employee, more than 1 year",3.0,3.875,3.875,4.25,3.5,4.0,lux,deloitte
2021-05-07,Analyst in Luxembourg,3.0,2.0,4.0,4.0,4.0,2.0,4.0,O,O,O,"low salary, high workload, overtime",GAT,you can learn a lot,"Current Employee, more than 1 year",2.875,4.0,4.0,4.375,3.375,4.125,lux,deloitte
2021-05-14,Junior Auditor in Luxembourg,4.0,,,,,,,V,V,V,"Work life balance, quality of work",Good,"Growth, learning, opportunities, leader, AI",Current Employee,2.875,4.0,4.0,4.375,3.375,4.125,lux,deloitte
2021-05-16,Junior Auditor in Luxembourg,4.0,,,,,,,O,O,O,The same as in other big4,Good experience,"International environment, great clients, lots of learning",Current Employee,2.857142857142857,4.285714285714286,4.142857142857143,4.428571428571429,3.2857142857142856,4.0,lux,deloitte
2021-05-26,Analyst in Luxembourg,4.0,,,,,,,O,O,O,"long hours, lack of management communication with general employees",great place to work,good team spirit - well organised management,Current Employee,2.6666666666666665,4.333333333333333,4.166666666666667,4.5,3.1666666666666665,4.0,lux,deloitte
2021-05-31,Junior Auditor in Luxembourg,2.0,,,,,,,O,O,O,"Stressful, terrible work-life balance and very rigid hierarchy",No time left for yourself outside of weekends,"Great opportunities for learning, especially for those with no previous work experience in finance/accounting","Current Employee, more than 1 year",2.6,4.4,4.2,4.6,3.0,4.0,lux,deloitte
2021-06-01,Tax Consultant in Luxembourg,4.0,,,,,,,O,O,O,work life balance and less pay,good to have,"diversity , learning curve , big 4 experience",Current Employee,2.25,4.25,4.0,4.5,2.75,3.75,lux,deloitte
2021-06-03,Transfer Pricing Associate in Conversano,5.0,4.0,4.0,4.0,4.0,3.0,4.0,V,V,V,after covid 19 they don't pay extra time any longer unless very marginal exceptions,good place,"great people, great organization, good experience",Current Employee,2.5,4.0,4.0,4.5,2.75,3.75,lux,deloitte
2021-06-06,Senior Auditor in Luxembourg,4.0,2.0,4.0,5.0,5.0,3.0,4.0,V,V,V,"heavy workload, not always good work/life balance",Good place to start,"Flexible schedules, young community, challenging, learning pace","Current Employee, more than 3 years",2.4,4.0,4.2,4.6,2.8,3.8,lux,deloitte
2021-06-06,Manager in Luxembourg,3.0,,,,,,,O,O,O,Long working hours 70h+ per week,Mixed,"Bright people, varied projects, promotion opportunities",Current Employee,2.75,4.25,4.5,4.5,3.0,4.0,lux,deloitte
2021-06-07,Senior Manager in Luxembourg,4.0,3.0,4.0,4.0,5.0,4.0,4.0,V,-,V,"Lot of pression, huge workload, challengions environment",Dynamic firm,Continuous Training - wide professional skills,Current Employee,2.75,4.0,4.25,4.5,3.0,4.0,lux,deloitte
2021-06-11,Advisory Manager in Luxembourg,5.0,1.0,2.0,3.0,2.0,2.0,2.0,O,O,O,"High pressure 
Disappointing in terms of ethics and learning experience.",Lowest retention rate ever,The brand > really good for future opportunities,"Former Employee, more than 8 years",2.5,3.5,4.0,4.0,3.0,3.5,lux,deloitte
2021-06-14,Risk Analyst in Luxembourg,4.0,3.0,4.0,3.0,5.0,2.0,3.0,V,O,V,"High turnover of people, anytime of the year",great first experience,Young and dynamic environment with steep learning curve,"Current Employee, more than 1 year",2.6,3.6,3.8,4.2,2.8,3.4,lux,deloitte
2021-06-20,Junior Auditor in Luxembourg,1.0,1.0,1.0,1.0,3.0,4.0,1.0,X,X,X,Lots of boring and useless staff to be done,Boring job,the salary as an entry level position is pretty good,"Current Employee, less than 1 year",2.3333333333333335,3.1666666666666665,3.3333333333333335,4.0,3.0,3.0,lux,deloitte
2021-06-21,Audit Intern in Luxembourg,4.0,5.0,4.0,4.0,5.0,3.0,3.0,-,O,V,"The feedback process wasn't clear for interns from day one.
Sometimes I experienced a lack of guidance, especially on engagements with no senior.",Great intern experience,"Gained a lot of knowledge through e-learning and hands-on work experience.
The company provided every material necessary to perform the job.","Former Intern, less than 1 year",2.7142857142857144,3.2857142857142856,3.4285714285714284,4.142857142857143,3.0,3.0,lux,deloitte
2021-06-22,Learning Coordinator in Luxembourg,4.0,,,,,,,O,O,O,"workload, procedurial, low spending on internal services thus lacking behind",Review,"Dynamic, entrepreneurial, young, large, digital",Current Employee,2.7142857142857144,3.2857142857142856,3.4285714285714284,4.142857142857143,3.0,3.0,lux,deloitte
2021-06-29,Manager in Luxembourg,5.0,4.0,4.0,5.0,4.0,4.0,4.0,V,V,V,Work Hard and must be involved,Manager,Very Interesting job and challenging,Current Employee,2.875,3.375,3.625,4.125,3.125,3.125,lux,deloitte
2021-06-29,Audit Trainee in Luxembourg,5.0,4.0,4.0,5.0,4.0,4.0,3.0,O,V,V,nothing in particular as a trainee because you only work 9-18. But when you become a Junior you start doing many overhours.,Nice environment where you can learn and grow fast,"-learning and formation
-young environment
-lunch vouchers","Former Intern, less than 1 year",2.875,3.375,3.75,4.125,3.25,3.0,lux,deloitte
2021-06-29,Analyst in Luxembourg,5.0,,,,,,,O,O,O,Long hours. Minimal communication with management,"Amazing team, great guidance and opportunities.","Amazing team, great guidance and opportunities. Good benefits","Current Employee, more than 1 year",3.0,3.2857142857142856,3.5714285714285716,4.0,3.2857142857142856,2.857142857142857,lux,deloitte
2021-06-29,Audit Associate in Luxembourg,1.0,1.0,2.0,3.0,4.0,2.0,1.0,O,O,O,"- Working like a computer and treated like one
 - A lot of overtime
 - No work life balance for half of the year",Work like a computer,"- Good name brand on your CV
 - International opportunities","Current Employee, less than 1 year",2.75,3.125,3.5,4.0,3.125,2.625,lux,deloitte
2021-07-03,Capital Markets Analyst in Luxembourg,4.0,1.0,2.0,4.0,4.0,2.0,4.0,X,O,X,"Tons of workload, low salary",Big4 career,"Fast career progress, name recognition","Current Employee, more than 1 year",2.5,2.875,3.5,3.875,2.875,2.625,lux,deloitte
2021-07-04,Junior Auditor 2nd Year in Luxembourg,3.0,2.0,4.0,4.0,4.0,2.0,3.0,V,-,X,"High workload which is not in line with the benefits : often need to work on the week-end

Partners are disconnected of the business activity of their teams",Lot of progress to do,"Nice people, good team spirit","Current Employee, more than 1 year",2.625,3.125,3.625,4.125,2.875,2.75,lux,deloitte
2021-07-06,Analyst in Luxembourg,3.0,3.0,4.0,4.0,4.0,1.0,3.0,O,-,O,Salaries and bonuses for lower level employees are not in line with employees' efforts. Entry level salaries have only increased very slightly over the last 5 years (ca. 200E) whereas living costs in Luxembourg (especially housing) are exploding.,"Biggest consulting employer in Luxembourg, but salaries not in line with living costs","Interesting projects and steep learning curve, mostly very proactive and supportive working environment","Current Employee, more than 1 year",2.625,3.125,3.75,4.0,2.75,2.75,lux,deloitte
2021-07-07,Audit Trainee in Luxembourg,3.0,,,,,,,O,O,O,salary quite low compared to average,Audit trainee luxembourg,"Lunch vouchers for 10,80 €",Former Intern,2.857142857142857,3.4285714285714284,4.142857142857143,4.142857142857143,2.5714285714285716,3.0,lux,deloitte
2021-07-08,Trainee in Luxembourg,4.0,4.0,3.0,4.0,4.0,4.0,3.0,V,V,V,No feedback if not asked,Trainee 6 months,"Lot to learn, Good integration","Current Intern, more than 1 year",2.7142857142857144,3.2857142857142856,4.142857142857143,4.0,2.7142857142857144,3.0,lux,deloitte
2021-07-12,Senior Financial Auditor in Luxembourg,3.0,1.0,3.0,4.0,5.0,3.0,3.0,V,V,V,"High repetitiveness of tasks
Long Hours",PE/RE Senior,Exposure to a booming industry,"Current Employee, more than 3 years",2.5,3.25,4.125,4.125,2.75,3.0,lux,deloitte
2021-07-21,Audit Manager in Luxembourg,5.0,4.0,5.0,5.0,5.0,4.0,4.0,V,V,V,"Long hours, can be tough if you're in the wrong team",Pleasant,"People oriented, great opportunities, good learning","Current Employee, more than 1 year",2.5,3.375,4.125,4.25,2.75,3.0,lux,deloitte
